Month,Day,Year,Date,SampTime,Site,Treatment,MarshType,Feature,Transect,Plot,NominalPlot,CoverMethod,Acri,Bfru,Bhal,Cpal,Dspi,Hspp,Ifru,Jroe,Lcar,Malb,Pame,Sspp,Salt,Slin,Spat,Srob,Ssem,Vlut,macroalgae,mussel,other,upland,oyster,oyster_live,oyster_culch,rock,wrack,debris,Snails_per_area,Snails_Area,snails_m2,liveStem_per_area,deadStem_per_area,stem_Area,liveStem_m2,deadStem_m2,H1,H2,H3,H4,H5,H6,H7,H8,H9,H10,HMean,Notes,Reader,Entered,Proofed,Flag,Flag resolved?,
8,28,2008,8/28/2008,SU2008,MM,Nat,Non-Fringing,None,5,0,0,CVS,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,.,0,5,0,0,0,0,1,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"In 2008, stem count not connected except in some PKS plots","JF, JW",JW 12/5/2008,JW 12/5/2008,,,
8,28,2008,8/28/2008,SU2008,MM,Nat,Non-Fringing,None,5,5,5,CVS,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,.,1,4,0,0,0,0,1,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"In 2008, stem count not connected except in some PKS plots","JF, JW",JW 12/5/2008,JW 12/5/2008,,,
8,28,2008,8/28/2008,SU2008,MM,Nat,Non-Fringing,None,5,10,10,CVS,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"suspended wrack. In 2008, stem count not connected except in some PKS plots","PD, LC",JW 12/3/2008,JW 12/3/2008,,,
8,28,2008,8/28/2008,SU2008,MM,Nat,Non-Fringing,None,5,15,15,CVS,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"In 2008, stem count not connected except in some PKS plots","JF, JW",JW 12/3/2008,JW 12/3/2008,,,
8,28,2008,8/28/2008,SU2008,MM,Nat,Non-Fringing,None,5,20,20,CVS,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"In 2008, stem count not connected except in some PKS plots","JF, JW",JW 12/3/2008,JW 12/3/2008,,,
8,28,2008,8/28/2008,SU2008,MM,Nat,Non-Fringing,None,5,30,30,CVS,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"In 2008, stem count not connected except in some PKS plots","JF, JW",JW 12/3/2008,JW 12/3/2008,,,
8,28,2008,8/28/2008,SU2008,MM,Nat,Non-Fringing,None,5,40,40,CVS,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"In 2008, stem count not connected except in some PKS plots","JF, JW",JW 12/3/2008,JW 12/3/2008,,,
8,28,2008,8/28/2008,SU2008,MM,Nat,Non-Fringing,None,5,50,50,CVS,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"In 2008, stem count not connected except in some PKS plots","JF, JW",JW 12/3/2008,JW 12/3/2008,,,
8,28,2008,8/28/2008,SU2008,MM,Nat,Non-Fringing,None,6,-1,-1,CVS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"underwater; 6/1/2020 QW Changed liveStem_m2 from ""."" to 0 as Salt is 0","JF, JW",JW 12/3/2008,JW 12/3/2008,,,
8,28,2008,8/28/2008,SU2008,MM,Nat,Non-Fringing,None,6,0,0,CVS,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,.,4,4,0,0,0,0,1,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"In 2008, stem count not connected except in some PKS plots","JF, JW",JW 12/3/2008,JW 12/3/2008,,,
8,28,2008,8/28/2008,SU2008,MM,Nat,Non-Fringing,None,6,5,5,CVS,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"In 2008, stem count not connected except in some PKS plots","PD, LC",JW 12/5/2008,JW 12/5/2008,,,
8,28,2008,8/28/2008,SU2008,MM,Nat,Non-Fringing,None,6,10,10,CVS,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"In 2008, stem count not connected except in some PKS plots","PD, LC",JW 12/5/2008,JW 12/5/2008,,,
8,28,2008,8/28/2008,SU2008,MM,Nat,Non-Fringing,None,6,15,15,CVS,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"In 2008, stem count not connected except in some PKS plots","PD, LC",JW 12/5/2008,JW 12/5/2008,,,
8,28,2008,8/28/2008,SU2008,MM,Nat,Non-Fringing,None,6,20,20,CVS,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"In 2008, stem count not connected except in some PKS plots","PD, LC",JW 12/5/2008,JW 12/5/2008,,,
8,28,2008,8/28/2008,SU2008,MM,Nat,Non-Fringing,None,6,30,30,CVS,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"In 2008, stem count not connected except in some PKS plots","PD, LC",JW 12/5/2008,JW 12/5/2008,,,
8,28,2008,8/28/2008,SU2008,MM,Nat,Non-Fringing,None,6,40,40,CVS,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"In 2008, stem count not connected except in some PKS plots","PD, LC",JW 12/5/2008,JW 12/5/2008,,,
8,28,2008,8/28/2008,SU2008,MM,Nat,Non-Fringing,None,6,50,50,CVS,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"In 2008, stem count not connected except in some PKS plots","PD, LC",JW 12/5/2008,JW 12/5/2008,,,
8,28,2008,8/28/2008,SU2008,MM,Nat,Non-Fringing,None,7,-1,-1,CVS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,4,0,0,0,0,0,1,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"6/1/2020 QW Changed liveStem_m2 from ""."" to 0 as Salt is 0","PD, LC",JW 12/5/2008,JW 12/5/2008,,,
8,28,2008,8/28/2008,SU2008,MM,Nat,Non-Fringing,None,7,0,0,CVS,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,.,4,4,0,0,0,0,1,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"In 2008, stem count not connected except in some PKS plots","PD, LC",JW 12/5/2008,JW 12/5/2008,,,
8,28,2008,8/28/2008,SU2008,MM,Nat,Non-Fringing,None,7,5,5,CVS,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"In 2008, stem count not connected except in some PKS plots","PD, LC",JW 12/5/2008,JW 12/5/2008,,,
8,28,2008,8/28/2008,SU2008,MM,Nat,Non-Fringing,None,7,10,10,CVS,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"In 2008, stem count not connected except in some PKS plots","PD, LC",JW 12/5/2008,JW 12/5/2008,,,
8,28,2008,8/28/2008,SU2008,MM,Nat,Non-Fringing,None,7,15,15,CVS,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"In 2008, stem count not connected except in some PKS plots","PD, LC",JW 12/5/2008,JW 12/5/2008,,,
8,28,2008,8/28/2008,SU2008,MM,Nat,Non-Fringing,None,7,20,20,CVS,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"In 2008, stem count not connected except in some PKS plots","PD, LC",JW 12/5/2008,JW 12/5/2008,,,
8,28,2008,8/28/2008,SU2008,MM,Nat,Non-Fringing,None,7,30,30,CVS,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"In 2008, stem count not connected except in some PKS plots","PD, LC",JW 12/5/2008,JW 12/5/2008,,,
8,28,2008,8/28/2008,SU2008,MM,Nat,Non-Fringing,None,7,40,40,CVS,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"In 2008, stem count not connected except in some PKS plots","PD, LC",JW 12/5/2008,JW 12/5/2008,,,
8,28,2008,8/28/2008,SU2008,MM,Nat,Non-Fringing,None,7,50,50,CVS,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"In 2008, stem count not connected except in some PKS plots","PD, LC",JW 12/5/2008,JW 12/5/2008,,,
8,28,2008,8/28/2008,SU2008,MM,Nat,Non-Fringing,Oyster,1,-1,-1,CVS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,0,10,0,0,0,0,1,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"6/1/2020 QW Changed liveStem_m2 from ""."" to 0 as Salt is 0","JF, JW",JW 12/5/2008,JW 12/5/2008,,,
8,28,2008,8/28/2008,SU2008,MM,Nat,Non-Fringing,Oyster,1,0,0,CVS,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,.,7,6,0,0,0,1,1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"In 2008, stem count not connected except in some PKS plots","JF, JW",JW 12/5/2008,JW 12/5/2008,,,
8,28,2008,8/28/2008,SU2008,MM,Nat,Non-Fringing,Oyster,1,5,5,CVS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,5,9,0,0,0,0,1,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"6/1/2020 QW Changed liveStem_m2 from ""."" to 0 as Salt is 0","JF, JW",JW 12/5/2008,JW 12/5/2008,,,
8,28,2008,8/28/2008,SU2008,MM,Nat,Non-Fringing,Oyster,2,-1,-1,CVS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,0,9,0,0,0,0,1,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"6/1/2020 QW Changed liveStem_m2 from ""."" to 0 as Salt is 0","JF, JW",JW 12/5/2008,JW 12/5/2008,,,
8,28,2008,8/28/2008,SU2008,MM,Nat,Non-Fringing,Oyster,2,0,0,CVS,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,.,4,4,0,0,0,0,1,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"In 2008, stem count not connected except in some PKS plots","JF, JW",JW 12/5/2008,JW 12/5/2008,,,
8,28,2008,8/28/2008,SU2008,MM,Nat,Non-Fringing,Oyster,2,5,5,CVS,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,.,0,1,0,6,0,0,1,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"In 2008, stem count not connected except in some PKS plots","JF, JW",JW 12/5/2008,JW 12/5/2008,,,
8,28,2008,8/28/2008,SU2008,MM,Nat,Non-Fringing,Oyster,2,10,10,CVS,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,1,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"In 2008, stem count not connected except in some PKS plots","JF, JW",JW 12/5/2009,JW 12/5/2009,,,
8,28,2008,8/28/2008,SU2008,MM,Nat,Non-Fringing,Oyster,2,15,15,CVS,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"In 2008, stem count not connected except in some PKS plots","JF, JW",JW 12/5/2010,JW 12/5/2010,,,
8,28,2008,8/28/2008,SU2008,MM,Nat,Non-Fringing,Oyster,2,20,20,CVS,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"In 2008, stem count not connected except in some PKS plots","JF, JW",JW 12/5/2008,JW 12/5/2008,,,
8,28,2008,8/28/2008,SU2008,MM,Nat,Non-Fringing,Oyster,2,30,30,CVS,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"In 2008, stem count not connected except in some PKS plots","JF, JW",JW 12/5/2008,JW 12/5/2008,,,
8,28,2008,8/28/2008,SU2008,MM,Nat,Non-Fringing,Oyster,2,40,40,CVS,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"In 2008, stem count not connected except in some PKS plots","JF, JW",JW 12/5/2008,JW 12/5/2008,,,
8,28,2008,8/28/2008,SU2008,MM,Nat,Non-Fringing,Oyster,2,50,50,CVS,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"In 2008, stem count not connected except in some PKS plots","JF, JW",JW 12/5/2008,JW 12/5/2008,,,
8,28,2008,8/28/2008,SU2008,MM,Nat,Non-Fringing,Oyster,3,-1,-1,CVS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"6/1/2020 QW Changed liveStem_m2 from ""."" to 0 as Salt is 0","PD, LC",JW 12/5/2008,JW 12/5/2008,,,
8,28,2008,8/28/2008,SU2008,MM,Nat,Non-Fringing,Oyster,3,0,0,CVS,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"In 2008, stem count not connected except in some PKS plots","PD, LC",JW 12/5/2008,JW 12/5/2008,,,
8,28,2008,8/28/2008,SU2008,MM,Nat,Non-Fringing,Oyster,3,5,5,CVS,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"In 2008, stem count not connected except in some PKS plots","PD, LC",JW 12/5/2008,JW 12/5/2008,,,
8,28,2008,8/28/2008,SU2008,MM,Nat,Non-Fringing,Oyster,3,10,10,CVS,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"In 2008, stem count not connected except in some PKS plots","PD, LC",JW 12/5/2008,JW 12/5/2008,,,
8,28,2008,8/28/2008,SU2008,MM,Nat,Non-Fringing,Oyster,3,15,15,CVS,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"In 2008, stem count not connected except in some PKS plots","PD, LC",JW 12/5/2008,JW 12/5/2008,,,
8,28,2008,8/28/2008,SU2008,MM,Nat,Non-Fringing,Oyster,3,20,20,CVS,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"In 2008, stem count not connected except in some PKS plots","PD, LC",JW 12/5/2008,JW 12/5/2008,,,
8,28,2008,8/28/2008,SU2008,MM,Nat,Non-Fringing,Oyster,3,30,30,CVS,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"In 2008, stem count not connected except in some PKS plots","PD, LC",JW 12/5/2008,JW 12/5/2008,,,
8,28,2008,8/28/2008,SU2008,MM,Nat,Non-Fringing,Oyster,3,40,40,CVS,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"In 2008, stem count not connected except in some PKS plots","PD, LC",JW 12/5/2008,JW 12/5/2008,,,
8,28,2008,8/28/2008,SU2008,MM,Nat,Non-Fringing,Oyster,3,50,50,CVS,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"In 2008, stem count not connected except in some PKS plots","PD, LC",JW 12/5/2008,JW 12/5/2008,,,
8,27,2008,8/27/2008,SU2008,NCMM,Nat,Fringing,None,6,-1,-1,CVS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,0,8,0,0,0,0,1,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"no vegetation; 6/1/2020 QW Changed liveStem_m2 from ""."" to 0 as Salt is 0","PG, JW",JW 12/3/2008,JW 12/3/2008,,,
8,27,2008,8/27/2008,SU2008,NCMM,Nat,Fringing,None,6,0,0,CVS,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,.,0,9,0,0,0,0,1,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"no Salt touching plot intersection. sIn 2008, stem count not connected except in some PKS plots","PG, JW",JW 12/3/2008,JW 12/3/2008,,,
8,27,2008,8/27/2008,SU2008,NCMM,Nat,Fringing,None,6,5,5,CVS,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,.,0,5,0,0,0,1,1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"In 2008, stem count not connected except in some PKS plots","PG, JW",JW 12/3/2008,JW 12/3/2008,,,
8,27,2008,8/27/2008,SU2008,NCMM,Nat,Fringing,None,6,10,10,CVS,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"In 2008, stem count not connected except in some PKS plots","PG, JW",JW 12/3/2008,JW 12/3/2008,,,
8,27,2008,8/27/2008,SU2008,NCMM,Nat,Fringing,None,6,15,15,CVS,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"In 2008, stem count not connected except in some PKS plots","PG, JW",JW 12/3/2008,JW 12/3/2008,,,
8,27,2008,8/27/2008,SU2008,NCMM,Nat,Fringing,None,6,20,20,CVS,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,.,0,1,0,0,0,0,1,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"mudflat - remnant Salt. In 2008, stem count not connected except in some PKS plots","PG, JW",JW 12/3/2008,JW 12/3/2008,,,
8,27,2008,8/27/2008,SU2008,NCMM,Nat,Fringing,None,6,25,25,CVS,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"In 2008, stem count not connected except in some PKS plots","PG, JW",JW 12/3/2008,JW 12/3/2008,,,
8,27,2008,8/27/2008,SU2008,NCMM,Nat,Fringing,None,7,-1,-1,CVS,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,.,0,8,0,0,0,0,1,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"In 2008, stem count not connected except in some PKS plots","PG, JW",JW 12/3/2008,JW 12/3/2008,,,
8,27,2008,8/27/2008,SU2008,NCMM,Nat,Fringing,None,7,0,0,CVS,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,.,0,7,0,0,0,0,1,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"In 2008, stem count not connected except in some PKS plots","PG, JW",JW 12/3/2008,JW 12/3/2008,,,
8,27,2008,8/27/2008,SU2008,NCMM,Nat,Fringing,None,7,5,5,CVS,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,.,0,7,0,0,0,0,1,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"In 2008, stem count not connected except in some PKS plots","PG, JW",JW 12/3/2008,JW 12/3/2008,,,
8,27,2008,8/27/2008,SU2008,NCMM,Nat,Fringing,None,7,10,10,CVS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"all water; 6/1/2020 QW Changed liveStem_m2 from ""."" to 0 as Salt is 0","PG, JW",JW 12/3/2008,JW 12/3/2008,,,
8,27,2008,8/27/2008,SU2008,NCMM,Nat,Fringing,None,7,15,15,CVS,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"In 2008, stem count not connected except in some PKS plots","PG, JW",JW 12/3/2008,JW 12/3/2008,,,
