Date,Month,Day,Year,SampTime,Season,CoverMethod,Site,Treatment,MarshType,Feature,Transect,Plot,NominalPlot,Acri,Bfru,Bhal,Cpal,Dspi,Hspp,Ifru,Jroe,Lcar,Malb,Pame,Sspp,Salt,Slin,Spat,Srob,Ssem,Vlut,macroalgae,mussel,oyster,oyster_live,oyster_culch,rock,wrack,debris,Snails_per_area,snails_m2,liveStem_per_area,deadStem_per_area,stem_Area,liveStem_m2,deadStem_m2,H1,H2,H3,H4,H5,H6,H7,H8,H9,H10,HMean,Snails_Area,BM1,BM2,BM3,BM4,BM5,BM6,BM7,BM8,BM9,BM10,BMMean,BMtotal,Acri_category,Acri_bb,Bfru_category,Bfru_bb,Bhal_category,Bhal_bb,Cpal_category,Cpal_bb,Dspi_category,Dspi_bb,Hspp_category,Hspp_bb,Ifru_category,Ifru_bb,Jroe_category,Jroe_bb,Lcar_category,Lcar_bb,Malb_category,Malb_bb,Pame_category,Pame_bb,Sspp_category,Sspp_bb,Salt_category,Salt_bb,Slin_category,Slin_bb,Spat_category,Spat_bb,Srob_category,Srob_bb,Ssem_category,Ssem_bb,Vlut_category,Vlut_bb,macroalgae_category,macroalgae_bb,mussel_category,mussel_bb,oyster_category,oyster_bb,oyster_live_category,oyster_live_bb,oyster_culch_category,oyster_culch_bb,rock_category,rock_bb,wrack_category,wrack_bb,debris_category,debris_bb
2006-08-17,8,17,2006,SU2006,Summer,BB,CL,Nat,Fringing,None,2,10,10,0,0,0,0,0,0,0,0,0,0,0,0,87.5,0,0,0,0,0,0,0,15,0,0,0,0,0,NA,10,71,36,0.25,284,144,72.5,65,19,58.5,62.5,64,66.5,36,64,53.5,56.15,NA,3.178490625,2.33805,0.4301448,1.7807663249999997,2.106328125,2.2426367999999997,2.488193925,0.7403471999999999,2.2426367999999997,1.4446845749999997,1.8992279174999998,539.38072857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0
2006-08-17,8,17,2006,SU2006,Summer,BB,CL,Nat,Fringing,None,2,15,15,0,0,0,0,0,0,0,0,0,0,0,2.6,62.5,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,3,60,22,0.25,240,88,29.5,45,15,29,25.5,33.5,35,34,35,18.5,30,NA,0.6014769749999999,1.0255499999999997,0.3648,0.5923308,0.532364775,0.681907575,0.7160999999999997,0.6930287999999999,0.7160999999999997,0.42225232499999993,0.6345911249999999,152.30186999999998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-08-17,8,17,2006,SU2006,Summer,BB,CL,Nat,Fringing,None,2,20,20,0,0,0,0,0,0,0,0,0,0,0,0,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,4,9,0.25,16,36,11.5,42,12,50,14,54,16,NA,NA,NA,28.5,NA,0.30087967499999996,0.9152975999999999,0.3105455999999999,1.2509999999999997,0.3473568,1.4750207999999996,0.3817151999999999,NA,NA,NA,0.7116879535714284,11.387007257142855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-08-17,8,17,2006,SU2006,Summer,BB,CL,Nat,Fringing,None,2,25,25,0,15,0,0,0,2.6,0,0,0,0,0,0,0,0,62.5,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NaN,NaN,0,0,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-08-17,8,17,2006,SU2006,Summer,BB,CL,Nat,Fringing,None,3,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-08-17,8,17,2006,SU2006,Summer,BB,CL,Nat,Fringing,None,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,1,NA,0,17,20,51,57.5,18,63,9,83.5,26,63.5,40.85,NA,0.3981876,0.4458,1.3031112,1.7075343749999998,0.41430239999999996,2.1508703999999996,0.24923879999999995,4.866000074999999,0.5405711999999999,2.1963030749999994,1.4271919124999997,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-08-17,8,17,2006,SU2006,Summer,BB,CL,Nat,Fringing,None,3,5,5,0,0,0,0,0,0,0,0,0,0,0,0,62.5,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,5,49,29,0.25,196,116,33,64,66,38,28,120.5,68,89,18.5,110,63.5,NA,0.6710483999999999,2.2426367999999997,2.4371951999999997,0.7927103999999999,0.5745263999999999,15.911549025,2.6470223999999996,5.943526799999999,0.42225232499999993,11.787599999999998,4.343006774999999,851.2293278999998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-08-17,8,17,2006,SU2006,Summer,BB,CL,Nat,Fringing,None,3,10,10,0,0,0,0,0,0,0,0,0,0,0,0,87.5,0,0,0,0,0,0,0,15,0,0,0,0,0,NA,12,43,28,0.25,172,112,64,69,70,70,80.5,72,65,52,70,71,68.35,NA,2.2426367999999997,2.7578748,2.872799999999999,2.872799999999999,4.346843024999999,3.1152095999999996,2.33805,1.3577615999999997,2.872799999999999,2.9918831999999993,2.7768659024999995,477.62093522999993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0
2006-08-17,8,17,2006,SU2006,Summer,BB,CL,Nat,Fringing,None,3,15,15,0,0,0,0,0,0,0,0,0,0,0,0,62.5,0,0,0,0,0,0,0,2.6,0,0,0,0,0,NA,13,44,22,0.25,176,88,48.5,58,43,51.5,64,54,58,42.5,45.5,55.5,52.05,NA,1.1774078249999997,1.7437584,0.9501623999999997,1.330113675,2.2426367999999997,1.4750207999999996,1.7437584,0.9325031249999998,1.0456377749999999,1.570264275,1.4211263474999998,250.11823715999995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2006-08-17,8,17,2006,SU2006,Summer,BB,CL,Nat,Fringing,None,3,20,20,0,0,0,0,0,0,0,0,0,0,0,0,37.5,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2,42,15,0.25,168,60,35.5,35,37,36.5,30.5,31,36,40,36,38,35.55,NA,0.7280712749999999,0.7160999999999997,0.7658555999999997,0.752938425,0.6203105249999998,0.6300191999999999,0.7403471999999999,0.8507999999999999,0.7403471999999999,0.7927103999999999,0.7337499824999999,123.26999705999998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-08-17,8,17,2006,SU2006,Summer,BB,CL,Nat,Fringing,None,3,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.5,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-08-17,8,17,2006,SU2006,Summer,BB,CL,Nat,Fringing,None,4,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-08-17,8,17,2006,SU2006,Summer,BB,CL,Nat,Fringing,None,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2,3,1,0.25,12,4,54,60,30.5,61,41,27,22,52.5,48.5,70,46.65,NA,1.4750207999999996,1.8965999999999994,0.6203105249999998,1.9779371999999995,0.8822051999999999,0.5573016,0.47688959999999997,1.3860656249999996,1.1774078249999997,2.872799999999999,1.3322538374999997,15.987046049999996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-08-17,8,17,2006,SU2006,Summer,BB,CL,Nat,Fringing,None,4,5,5,0,0,0,0,0,0,0,0,0,0,0,0,62.5,0,0,0,0,0,0,0,2.6,0,0,0,0,0,NA,1,99,67,0.25,396,268,54,39.5,53,56,69,57.5,38,42.5,56,62.5,52.8,NA,1.4750207999999996,0.8357034749999998,1.4150364,1.6034591999999999,2.7578748,1.7075343749999998,0.7927103999999999,0.9325031249999998,1.6034591999999999,2.106328125,1.52296299,603.0933440399999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2006-08-17,8,17,2006,SU2006,Summer,BB,CL,Nat,Fringing,None,4,10,10,0,0,0,0,0,0,0,0,0,0,0,0,62.5,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,14,72,36,0.25,288,144,44,39,42,40.5,33,35.5,40.5,30,43.5,34,38.2,NA,0.9868847999999999,0.8209968,0.9152975999999999,0.8662970249999998,0.6710483999999999,0.7280712749999999,0.8662970249999998,0.6107999999999999,0.968286075,0.6930287999999999,0.8127007799999999,234.05782463999998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-08-17,8,17,2006,SU2006,Summer,BB,CL,Nat,Fringing,None,4,15,15,0,0,0,0,0,0,0,0,0,0,0,62.5,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,9,22,7,0.25,88,28,39,32,21,36,39,25.5,27,43.5,38.5,40,34.15,NA,0.8209968,0.6500735999999999,0.4613532,0.7403471999999999,0.8209968,0.532364775,0.5573016,0.968286075,0.8066693249999999,0.8507999999999999,0.7209189374999999,63.44086649999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-08-17,8,17,2006,SU2006,Summer,BB,CL,Nat,Fringing,None,4,20,20,0,0,0,0,0,0,0,0,0,0,0,62.5,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,3,12,9,0.25,48,36,52,52,28.5,27,51.5,49.5,44.5,50.5,52,51.5,45.9,NA,1.3577615999999997,1.3577615999999997,0.5833508249999999,0.5573016,1.330113675,1.2258699749999997,1.0059692249999999,1.2767435249999997,1.3577615999999997,1.330113675,1.1382747299999998,54.637187039999986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-08-17,8,17,2006,SU2006,Summer,BB,CL,Nat,Fringing,None,4,30,30,0,62.5,0,0,0,0,0,0,0,0,0,2.6,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,11,5,6,0.25,20,24,51,30.5,39,26,44,31.5,38,34,44,37,37.5,NA,1.3031112,0.6203105249999998,0.8209968,0.5405711999999999,0.9868847999999999,0.6399366749999998,0.7927103999999999,0.6930287999999999,0.9868847999999999,0.7658555999999997,0.8150290799999999,16.300581599999997,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-08-17,8,17,2006,SU2006,Summer,BB,CL,Nat,Fringing,None,4,40,40,0,15,0,0,0,0,0,62.5,0,0,0,2.6,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,1,NA,0,59,54,31.5,38,45,50,38,49,61.5,56.5,48.25,NA,1.8185687999999995,1.4750207999999996,0.6399366749999998,0.7927103999999999,1.0255499999999997,1.2509999999999997,0.7927103999999999,1.2013427999999997,2.0198721749999997,1.637395425,1.2654107474999998,NA,0,0,2,2,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-08-17,8,17,2006,SU2006,Summer,BB,CL,Nat,Fringing,Oyster,5,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,2.6,0,0,0,0,0,0,0,2.6,0,0,0,0,0,NA,1,NA,0,1,NA,0,90,16,22.5,33,34,NA,NA,NA,NA,NA,39.1,NA,6.157799999999998,0.3817151999999999,0.48467812499999996,0.6710483999999999,0.6930287999999999,NA,NA,NA,NA,NA,1.6776541049999996,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2006-08-17,8,17,2006,SU2006,Summer,BB,CL,Nat,Fringing,Oyster,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,15,0,0,0,0,0,NA,1,4,7,0.25,16,28,41.5,15.5,65.5,14.5,46,57,42,4.5,37,25,34.85,NA,0.8985351749999997,0.3733182749999999,2.3871507749999994,0.35614972500000003,1.0662431999999997,1.6720835999999997,0.9152975999999999,0.139023225,0.7658555999999997,0.5242499999999999,0.9097907174999998,14.556651479999998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0
2006-08-17,8,17,2006,SU2006,Summer,BB,CL,Nat,Fringing,Oyster,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,87.5,0,0,0,0,0,0,2.6,15,0,0,0,0,0,NA,0,83,62,0.25,332,248,25,55,50,55,29,52,46,27,42,36,41.7,NA,0.5242499999999999,1.5377999999999994,1.2509999999999997,1.5377999999999994,0.5923308,1.3577615999999997,1.0662431999999997,0.5573016,0.9152975999999999,0.7403471999999999,1.0080131999999997,334.6603823999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,0,0,0,0,0,0,0,0,0,0
2006-08-17,8,17,2006,SU2006,Summer,BB,CL,Nat,Fringing,Oyster,5,10,10,0,0,0,0,0,0,0,0,0,0,0,0,87.5,0,0,0,0,0,0,2.6,2.6,0,0,0,0,0,NA,0,91,83,0.25,364,332,49,51,46.5,31,48.5,51,42.5,66.5,57,50.5,49.35,NA,1.2013427999999997,1.3031112,1.0873769249999998,0.6300191999999999,1.1774078249999997,1.3031112,0.9325031249999998,2.488193925,1.6720835999999997,1.2767435249999997,1.3071893325,475.81691702999996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0
2006-08-17,8,17,2006,SU2006,Summer,BB,CL,Nat,Fringing,Oyster,5,15,15,0,15,0,0,0,0,0,62.5,0,0,0,2.6,2.6,0,0,0,0,0,0,0,0,0,0,0,2.6,0,NA,0,6,0,0.25,24,0,43.5,45,57,60,40,28.5,49,46.5,45.5,27,44.2,NA,0.968286075,1.0255499999999997,1.6720835999999997,1.8965999999999994,0.8507999999999999,0.5833508249999999,1.2013427999999997,1.0873769249999998,1.0456377749999999,0.5573016,1.0888329599999997,26.131991039999996,0,0,2,2,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
2006-08-17,8,17,2006,SU2006,Summer,BB,CL,Nat,Fringing,Oyster,5,20,20,0,37.5,0,0,0,0,0,62.5,0,0,0,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,21,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NaN,NaN,0,0,3,3,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-08-17,8,17,2006,SU2006,Summer,BB,CL,Nat,Fringing,Oyster,6,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6,0,0,0,0,0,NA,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2006-08-17,8,17,2006,SU2006,Summer,BB,CL,Nat,Fringing,Oyster,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,37.5,0,0,0,0,0,NA,0,3,16,0.25,12,64,74,40,11.5,9,75.5,18.5,49,13.5,27.5,13.5,33.2,NA,3.374932799999999,0.8507999999999999,0.30087967499999996,0.24923879999999995,3.5814972749999994,0.42225232499999993,1.2013427999999997,0.338410575,0.5658468749999999,0.338410575,1.1223611699999998,13.468334039999998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0
